,ticketid,group_id,priority,requester_id,responder_id,source,status,subject,id,type,due_by,fr_due_by,created_at,updated_at,cf_licensing_authority_or_institution,cf_submitted_concern_category,cf_closure_problem_types,count,Remark,Reason_for_Abandoned,first_res_time_first_res_time_diff,incr_date,first_res_time,feedback_rating,rating_colss,waiting_time_duration,average_res_time_chat
10,358227,17000126268,1,17030527485,17024217288.0,7,5,Conversation with  Amr mohamed abdelsamie Ali Shabana,358227,,2020-04-26 11:14:45+00:00,2020-04-21 11:14:45+00:00,2020-04-20 11:14:44+00:00,2020-04-22 06:24:00+00:00,Other,I have a GENERAL INQUIRY,General Inquiry,3.0,yes,Standard Response,,2020-04-22 00:00:00,,nan,,,0
11,356604,17000126268,1,17033890623,,7,5,Conversation with Ramaraj Pradeep,356604,,2020-04-21 06:19:57+00:00,2020-04-16 06:19:57+00:00,2020-04-15 06:19:57+00:00,2020-04-22 06:24:24+00:00,Saudi Commission for Health Specialities (SCHS),I want to know the STATUS of my APPLICATION,Application Status,24.0,No,  ,"(Timestamp('2019-04-15 08:39:00'), 5040.0)",2020-04-22 00:00:00,2019-04-15 08:39:00,nan,,1.0,690
12,358247,17000124521,1,17035825821,17019301325.0,7,4,Conversation with  bftyan7,358247,,2020-04-26 08:37:55+00:00,2020-04-21 12:07:55+00:00,2020-04-20 12:07:01+00:00,2020-04-22 06:27:02+00:00,TrueProfile IO (TPIO),I have a GENERAL INQUIRY,General Inquiry,2.0,yes,Standard Response,,2020-04-22 00:00:00,,nan,,,0
13,358224,17000126268,1,17033666578,17024217288.0,7,5,Conversation with  TIJU KANKALIL VADAKKETHIL MATHAI,358224,,2020-04-26 11:08:41+00:00,2020-04-21 11:08:41+00:00,2020-04-20 11:08:34+00:00,2020-04-22 06:27:34+00:00,Other,I have a GENERAL INQUIRY,General Inquiry,4.0,yes,Standard Response,,2020-04-22 00:00:00,,nan,,,0
14,358220,17000124123,1,17035596176,17024217288.0,7,5,Conversation with  Latifa AlMansoori,358220,,2020-04-26 07:21:40+00:00,2020-04-21 10:51:35+00:00,2020-04-20 10:51:35+00:00,2020-04-22 06:36:24+00:00,Department of Health Abu Dhabi (DOHAD),I want to know the STATUS of my APPLICATION,Application Status,3.0,yes,We responded but applicant gone,"(Timestamp('2019-04-19 13:11:00'), 91800.0)",2020-04-22 00:00:00,2019-04-19 13:11:00,nan,,1530.0,91800
15,358813,17000126268,1,17033013216,17032523494.0,7,5,Conversation with ANUP KUMAR AMBIKAKUMARI RAVI,358813,,2020-04-28 06:50:57+00:00,2020-04-23 06:50:57+00:00,2020-04-22 06:50:57+00:00,2020-04-22 06:51:55+00:00,Saudi Commission for Health Specialities (SCHS),I want to know the STATUS of my APPLICATION,Application Status,21.0,No,  ,"(Timestamp('2019-04-22 10:36:00'), 60.0)",2020-04-22 00:00:00,2019-04-22 10:36:00,nan,,1.0,100
16,358817,17000126268,1,17035296726,17032523494.0,7,5,Conversation with areejalshayib,358817,,2020-04-28 06:56:05+00:00,2020-04-23 06:56:05+00:00,2020-04-22 06:55:26+00:00,2020-04-22 06:56:05+00:00,Ministry of Health and Prevention UAE - Nurses (MOHUAEN),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,57.0,No,  ,"(Timestamp('2019-04-22 10:28:00'), 300.0)",2020-04-22 00:00:00,2019-04-22 10:28:00,nan,,0.0,30
17,356651,17000126268,1,17035644348,,7,5,Conversation with Mohammad Hamdi Qonsowa,356651,,2020-04-21 08:07:59+00:00,2020-04-16 08:07:59+00:00,2020-04-15 08:07:59+00:00,2020-04-22 07:01:11+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,18.0,No,  ,"(Timestamp('2019-04-15 11:17:00'), 1620.0)",2020-04-22 00:00:00,2019-04-15 11:17:00,nan,,16.0,540
18,352468,17000126268,1,17035415729,17017816919.0,7,4,Conversation with Hiba,352468,,2020-04-28 07:02:33+00:00,2020-04-02 10:58:31+00:00,2020-04-01 10:58:03+00:00,2020-04-22 07:02:46+00:00,Department of Health Abu Dhabi (DOHAD),I want to SUBMIT AN ADDITIONAL DOCUMENT/INFORMATION to help process my existing application,Refund Request,38.0,No,  ,"(Timestamp('2019-04-01 14:40:00'), 60.0)",2020-04-22 00:00:00,2019-04-01 14:40:00,nan,,1.0,20
19,356696,17000126268,1,17033890623,,7,5,Conversation with Ramaraj Pradeep,356696,,2020-04-21 09:23:56+00:00,2020-04-16 09:23:56+00:00,2020-04-15 09:23:56+00:00,2020-04-22 07:03:00+00:00,Saudi Commission for Health Specialities (SCHS),I want to know the STATUS of my APPLICATION,Application Status,33.0,No,  ,"(Timestamp('2019-04-15 10:46:00'), 7740.0)",2020-04-22 00:00:00,2019-04-15 10:46:00,nan,,0.0,775
20,357090,17000126268,1,17035734740,,7,5,Conversation with Dr.H.Alshwikh,357090,,2020-04-22 11:42:46+00:00,2020-04-19 11:30:00+00:00,2020-04-16 11:42:46+00:00,2020-04-22 07:03:31+00:00,Saudi Commission for Health Specialities (SCHS),I have a GENERAL INQUIRY,General Inquiry,1.0,yes,No response from Dataflow.,,2020-04-22 00:00:00,,nan,,,0
21,357716,17000126268,1,17035409690,,7,5,Conversation with DHAFER HUSSEIN NAJI MELQAT,357716,,2020-04-23 07:15:19+00:00,2020-04-20 07:15:19+00:00,2020-04-19 07:15:18+00:00,2020-04-22 07:04:07+00:00,Saudi Commission for Health Specialities (SCHS),I want to know the STATUS of my APPLICATION,Application Status,6.0,yes,We responded but applicant gone,"(Timestamp('2019-04-17 18:05:00'), 148020.0)",2020-04-22 00:00:00,2019-04-17 18:05:00,nan,,48.0,2760
22,357717,17000126268,1,17035734959,,7,5,Conversation with Emma,357717,,2020-04-23 07:15:39+00:00,2020-04-20 07:15:39+00:00,2020-04-19 07:15:39+00:00,2020-04-22 07:05:26+00:00,Saudi Commission for Health Specialities (SCHS),I want to know the STATUS of my APPLICATION,General Inquiry,4.0,yes,We responded but applicant gone,"(Timestamp('2019-04-17 17:53:00'), 144540.0)",2020-04-22 00:00:00,2019-04-17 17:53:00,nan,,73.0,144540
23,357718,17000126268,1,17035811782,,7,5,Conversation with M Imran Bhatti,357718,,2020-04-23 07:23:07+00:00,2020-04-20 07:23:07+00:00,2020-04-19 07:23:07+00:00,2020-04-22 07:06:27+00:00,Saudi Commission for Health Specialities (SCHS),I am having TECHNICAL ERROR while using the DataFlow system,Technical Issues,4.0,yes,We responded but applicant gone,"(Timestamp('2019-04-19 11:00:00'), 540.0)",2020-04-22 00:00:00,2019-04-19 11:00:00,nan,,22.0,540
24,357724,17000126268,1,17035811897,,7,5,Conversation with ibrahimhegazy237,357724,,2020-04-23 07:44:57+00:00,2020-04-20 07:44:57+00:00,2020-04-19 07:44:56+00:00,2020-04-22 07:06:55+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,11.0,yes,We responded but applicant gone,"(Timestamp('2019-04-18 20:06:00'), 55680.0)",2020-04-22 00:00:00,2019-04-18 20:06:00,nan,,863.0,51180
25,353708,17000124123,1,17023723767,17017816919.0,7,4,Conversation with Aabroo Fatima,353708,,2020-04-14 11:01:40+00:00,2020-04-09 07:04:11+00:00,2020-04-05 13:59:36+00:00,2020-04-22 07:09:38+00:00,Dubai Health Authority (DHA),I want to know the STATUS of my APPLICATION,Refund Request,34.0,No,  ,"(Timestamp('2019-04-05 15:15:00'), 1920.0)",2020-04-22 00:00:00,2019-04-05 15:15:00,nan,,1.0,395
26,357736,17000126268,1,17035409690,,7,5,Conversation with DHAFER HUSSEIN NAJI MELQAT,357736,,2020-04-23 08:01:30+00:00,2020-04-20 08:01:30+00:00,2020-04-19 08:01:30+00:00,2020-04-22 07:16:55+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,6.0,No,  ,"(Timestamp('2019-04-19 11:50:00'), 420.0)",2020-04-22 00:00:00,2019-04-19 11:50:00,nan,,11.0,420
27,349138,17000124123,1,17035399942,,7,5,Conversation with  manojinu08,349138,,2020-03-29 03:59:32+00:00,2020-03-23 12:59:32+00:00,2020-03-22 09:29:21+00:00,2020-04-22 07:17:09+00:00,Other,I want an ADDITIONAL DOCUMENT to be VERIFIED,Additional Document Verification,2.0,yes,Standard Response,,2020-04-22 00:00:00,,nan,,,0
28,357740,17000126268,1,17035774840,,7,5,Conversation with Dr Naim Shamsi,357740,,2020-04-23 08:07:02+00:00,2020-04-20 08:07:02+00:00,2020-04-19 08:07:02+00:00,2020-04-22 07:17:25+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,6.0,No,  ,"(Timestamp('2019-04-18 20:33:00'), 55260.0)",2020-04-22 00:00:00,2019-04-18 20:33:00,nan,,9.0,27360
29,348521,17000126268,1,17018063584,17017816919.0,7,4,Conversation with Zaher Alaabed,348521,,2020-04-28 07:07:00+00:00,2020-03-22 11:19:00+00:00,2020-03-19 11:50:53+00:00,2020-04-22 07:18:00+00:00,Ministry of Health and Prevention UAE (MOHUAE),I want to know the STATUS of my APPLICATION,Refund Request,6.0,yes,We responded but applicant gone,"(Timestamp('2019-03-19 14:11:00'), 4680.0)",2020-04-22 00:00:00,2019-03-19 14:11:00,nan,,93.0,4500
30,357751,17000126268,1,17035811782,,7,5,Conversation with M Imran Bhatti,357751,,2020-04-23 08:56:08+00:00,2020-04-20 08:56:08+00:00,2020-04-19 08:56:08+00:00,2020-04-22 07:18:11+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,14.0,No,  ,"(Timestamp('2019-04-19 12:41:00'), 660.0)",2020-04-22 00:00:00,2019-04-19 12:41:00,nan,,1.0,60
31,358835,17000126268,1,17034620370,17032523494.0,7,5,Conversation with sheheryar.shabbir.janjua,358835,,2020-04-28 07:28:22+00:00,2020-04-23 07:28:22+00:00,2020-04-22 07:28:20+00:00,2020-04-22 07:30:02+00:00,Other,I have a GENERAL INQUIRY,Customer Abandoned Chat,6.0,No,  ,"(Timestamp('2019-04-22 11:14:00'), 180.0)",2020-04-22 00:00:00,2019-04-22 11:14:00,nan,,14.0,180
32,358837,17000126268,1,17035258199,17024217288.0,7,5,Conversation with kathleen.chong,358837,,2020-04-28 07:30:10+00:00,2020-04-23 07:30:10+00:00,2020-04-22 07:29:34+00:00,2020-04-22 07:31:10+00:00,Ministry of Manpower Singapore (MOMS),I want to know the STATUS of my APPLICATION,Application Status,46.0,No,  ,"(Timestamp('2019-04-22 10:50:00'), 180.0)",2020-04-22 00:00:00,2019-04-22 10:50:00,nan,,6.0,60
33,357752,17000126268,1,17035811782,,7,5,Conversation with M Imran Bhatti,357752,,2020-04-23 08:56:43+00:00,2020-04-20 08:56:43+00:00,2020-04-19 08:56:43+00:00,2020-04-22 07:31:25+00:00,Saudi Commission for Health Specialities (SCHS),I have a GENERAL INQUIRY,General Inquiry,1.0,yes,No response from Dataflow.,,2020-04-22 00:00:00,,nan,,,0
34,357775,17000126268,1,17035783772,,7,5,Conversation with ?,357775,,2020-04-23 09:39:49+00:00,2020-04-20 09:39:49+00:00,2020-04-19 09:39:48+00:00,2020-04-22 07:31:57+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,7.0,yes,We responded but applicant gone,"(Timestamp('2019-04-17 15:43:00'), 158640.0)",2020-04-22 00:00:00,2019-04-17 15:43:00,nan,,2756.0,158640
35,357777,17000126268,1,17035811897,,7,5,Conversation with ibrahimhegazy237,357777,,2020-04-23 09:40:54+00:00,2020-04-20 09:40:54+00:00,2020-04-19 09:40:53+00:00,2020-04-22 07:32:28+00:00,Saudi Commission for Health Specialities (SCHS),I have a GENERAL INQUIRY,General Inquiry,1.0,yes,No response from Dataflow.,,2020-04-22 00:00:00,,nan,,,0
36,358836,17000126268,1,17035003477,17032523494.0,7,5,Conversation with Tanvi  Sathe,358836,,2020-04-28 07:29:52+00:00,2020-04-23 07:29:52+00:00,2020-04-22 07:29:05+00:00,2020-04-22 07:32:52+00:00,Department of Health Abu Dhabi (DOHAD),I have a PAYMENT QUESTION/CONCERN,Payment Inquiry,14.0,No,  ,"(Timestamp('2019-04-22 11:15:00'), 0.0)",2020-04-22 00:00:00,2019-04-22 11:15:00,nan,,0.0,108
37,357819,17000126268,1,17035813228,,7,5,Conversation with adeep?,357819,,2020-04-23 10:38:33+00:00,2020-04-20 10:38:33+00:00,2020-04-19 10:38:33+00:00,2020-04-22 07:33:09+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,54.0,No,  ,"(Timestamp('2019-04-19 13:46:00'), 720.0)",2020-04-22 00:00:00,2019-04-19 13:46:00,nan,,1.0,64
38,357823,17000126268,1,17035813228,,7,5,Conversation with adeep?,357823,,2020-04-23 10:53:01+00:00,2020-04-20 10:53:01+00:00,2020-04-19 10:53:01+00:00,2020-04-22 07:33:40+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,Application Submission Query,6.0,No,  ,"(Timestamp('2019-04-19 14:44:00'), 300.0)",2020-04-22 00:00:00,2019-04-19 14:44:00,nan,,2.0,150
39,358829,17000126268,1,17035630920,17033657620.0,7,5,Conversation with Nazim,358829,,2020-04-28 07:24:39+00:00,2020-04-23 07:24:39+00:00,2020-04-22 07:24:38+00:00,2020-04-22 07:34:03+00:00,Saudi Commission for Health Specialities (SCHS),I want to PROVIDE the REQUIRED DOCUMENT/INFORMATION to complete the processing of my application,Insufficiency Fulfillment,38.0,No,  ,"(Timestamp('2019-04-22 10:32:00'), 300.0)",2020-04-22 00:00:00,2019-04-22 10:32:00,nan,,1.0,74
40,357826,17000126268,1,17035813228,,7,5,Conversation with adeep?,357826,,2020-04-23 10:56:02+00:00,2020-04-20 10:56:02+00:00,2020-04-19 10:56:02+00:00,2020-04-22 07:34:06+00:00,Saudi Commission for Health Specialities (SCHS),I have a GENERAL INQUIRY,General Inquiry,4.0,No,  ,"(Timestamp('2019-04-19 14:53:00'), 0.0)",2020-04-22 00:00:00,2019-04-19 14:53:00,nan,,0.0,0
41,357856,17000126268,1,17035811897,,7,5,Conversation with ibrahimhegazy237,357856,,2020-04-23 15:00:00+00:00,2020-04-20 15:00:00+00:00,2020-04-19 11:37:11+00:00,2020-04-22 07:34:50+00:00,Saudi Commission for Health Specialities (SCHS),I want to REQUEST a COPY of my REPORT,Report Copy Request,23.0,No,  ,"(Timestamp('2019-04-19 15:18:00'), 300.0)",2020-04-22 00:00:00,2019-04-19 15:18:00,nan,,0.0,12
42,357862,17000126268,1,17035811897,,7,5,Conversation with ibrahimhegazy237,357862,,2020-04-23 15:00:00+00:00,2020-04-20 15:00:00+00:00,2020-04-19 11:55:40+00:00,2020-04-22 07:35:30+00:00,Saudi Commission for Health Specialities (SCHS),I have a GENERAL INQUIRY,General Inquiry,2.0,No,  ,"(Timestamp('2019-04-19 15:45:00'), 60.0)",2020-04-22 00:00:00,2019-04-19 15:45:00,nan,,1.0,60
43,358831,17000126268,1,17034498897,17033657620.0,7,5,Conversation with harris joy,358831,,2020-04-28 07:26:46+00:00,2020-04-23 07:26:46+00:00,2020-04-22 07:26:44+00:00,2020-04-22 07:35:45+00:00,Department of Health Abu Dhabi (DOHAD),I want to know the STATUS of my APPLICATION,Application Status,19.0,No,  ,"(Timestamp('2019-04-22 11:00:00'), 0.0)",2020-04-22 00:00:00,2019-04-22 11:00:00,nan,,0.0,143
44,357888,17000126268,1,17035811897,,7,5,Conversation with ibrahimhegazy237,357888,,2020-04-23 15:00:00+00:00,2020-04-20 15:00:00+00:00,2020-04-19 12:43:45+00:00,2020-04-22 07:36:28+00:00,Saudi Commission for Health Specialities (SCHS),I want to REQUEST a COPY of my REPORT,Report Copy Request,12.0,No,  ,"(Timestamp('2019-04-19 16:23:00'), 840.0)",2020-04-22 00:00:00,2019-04-19 16:23:00,nan,,0.0,260
45,358814,17000126268,1,17035853255,17033657620.0,7,5,Conversation with User,358814,,2020-04-28 06:51:44+00:00,2020-04-23 06:51:44+00:00,2020-04-22 06:51:43+00:00,2020-04-22 07:37:44+00:00,Saudi Commission for Health Specialities (SCHS),I want to know the STATUS of my APPLICATION,Application Status,27.0,No,  ,"(Timestamp('2019-04-22 10:29:00'), 0.0)",2020-04-22 00:00:00,2019-04-22 10:29:00,nan,,1.0,94
46,358854,17000126268,1,17034456063,17024217288.0,7,5,Conversation with greenway1379,358854,,2020-04-28 07:49:44+00:00,2020-04-23 07:49:44+00:00,2020-04-22 07:49:38+00:00,2020-04-22 07:52:27+00:00,Qatar Council for Health Practitioners (QCHP),I want to know the STATUS of my APPLICATION,Customer Abandoned Chat,11.0,No,  ,"(Timestamp('2019-04-22 11:11:00'), 60.0)",2020-04-22 00:00:00,2019-04-22 11:11:00,nan,,16.0,40
47,358864,17000126268,1,17027300121,17032523494.0,7,5,Conversation with AL KHAYOUTI ALAA,358864,,2020-04-28 07:56:31+00:00,2020-04-23 07:56:31+00:00,2020-04-22 07:56:14+00:00,2020-04-22 07:58:31+00:00,Dubai Health Authority (DHA),I want to PROVIDE the REQUIRED DOCUMENT/INFORMATION to complete the processing of my application,Additional Document/Contact Information Shared by Applicant,47.0,No,  ,"(Timestamp('2019-04-22 11:22:00'), 60.0)",2020-04-22 00:00:00,2019-04-22 11:22:00,nan,,1.0,30
48,358862,17000126268,1,17035795193,17032523494.0,7,5,Conversation with aaliyah hayat,358862,,2020-04-28 07:55:22+00:00,2020-04-23 07:55:22+00:00,2020-04-22 07:55:22+00:00,2020-04-22 07:58:50+00:00,Saudi Commission for Health Specialities (SCHS),I have a QUESTION about CASE SUBMISSION or the PROCESS,General Inquiry,27.0,No,  ,"(Timestamp('2019-04-22 11:22:00'), 1560.0)",2020-04-22 00:00:00,2019-04-22 11:22:00,nan,,0.0,240
49,358868,17000126268,1,17035854011,17033657620.0,7,5,Conversation with mspe.saudi,358868,,2020-04-28 08:00:06+00:00,2020-04-23 08:00:06+00:00,2020-04-22 08:00:05+00:00,2020-04-22 08:01:12+00:00,Saudi Commission for Health Specialities (SCHS),I want to know the STATUS of my APPLICATION,Application Status,20.0,No,  ,"(Timestamp('2019-04-22 11:35:00'), 0.0)",2020-04-22 00:00:00,2019-04-22 11:35:00,nan,,5.0,120
50,358871,17000126268,1,17017890198,17024217288.0,7,5,Conversation with Rajesh  Sisodiya,358871,,2020-04-28 08:05:14+00:00,2020-04-23 08:05:14+00:00,2020-04-22 08:05:06+00:00,2020-04-22 08:06:14+00:00,Ministry of Health and Prevention UAE (MOHUAE),I want an ADDITIONAL DOCUMENT to be VERIFIED,Additional Document Verification,115.0,No,  ,"(Timestamp('2019-04-22 10:36:00'), 60.0)",2020-04-22 00:00:00,2019-04-22 10:36:00,nan,,0.0,59
51,358872,17000126268,1,17035830213,17030366128.0,7,5,Conversation with Zain Asif Asif,358872,,2020-04-28 08:12:22+00:00,2020-04-23 08:12:22+00:00,2020-04-22 08:11:24+00:00,2020-04-22 08:12:22+00:00,Department of Health Abu Dhabi (DOHAD),I have a GENERAL INQUIRY,Customer Abandoned Chat,10.0,No,  ,"(Timestamp('2019-04-22 11:48:00'), 600.0)",2020-04-22 00:00:00,2019-04-22 11:48:00,nan,,19.0,420
52,349146,17000124123,1,17035304937,,7,5,Conversation with  User,349146,,2020-03-29 04:23:18+00:00,2020-03-23 13:23:18+00:00,2020-03-22 09:52:42+00:00,2020-04-22 08:17:20+00:00,Dubai Health Authority (DHA),I want to know the STATUS of my APPLICATION,Application Status,6.0,yes,We responded but applicant gone,"(Timestamp('2019-03-16 19:19:00'), 498180.0)",2020-04-22 00:00:00,2019-03-16 19:19:00,nan,,8311.0,498180
53,358879,17000126268,1,17035620095,17032523494.0,7,5,Conversation with KHUMARA KHAN,358879,,2020-04-28 08:21:46+00:00,2020-04-23 08:21:46+00:00,2020-04-22 08:21:15+00:00,2020-04-22 08:21:46+00:00,Department of Health Abu Dhabi (DOHAD),I want to know the STATUS of my APPLICATION,Application Status,21.0,No,  ,"(Timestamp('2019-04-22 12:02:00'), 120.0)",2020-04-22 00:00:00,2019-04-22 12:02:00,nan,,1.0,52
54,358880,17000124123,1,17035814529,17033191965.0,7,5,Conversation with olechka81520,358880,,2020-04-28 08:23:33+00:00,2020-04-23 08:23:33+00:00,2020-04-22 08:23:31+00:00,2020-04-22 08:25:09+00:00,Oman Medical Speciality Board (OMSB),I am having TROUBLE completing the PAYMENT,Payment Inquiry,40.0,No,  ,"(Timestamp('2019-04-22 12:02:00'), 180.0)",2020-04-22 00:00:00,2019-04-22 12:02:00,nan,,2.0,40
55,358277,17000124123,1,17026113582,17016646905.0,7,4,Conversation with  Mohamed Ebrahim Taha,358277,,2020-04-26 10:16:39+00:00,2020-04-21 13:46:39+00:00,2020-04-20 13:46:00+00:00,2020-04-22 08:28:27+00:00,Saudi Commission for Health Specialities (SCHS),I want to REQUEST a COPY of my REPORT,Additional Document Verification,4.0,yes,Standard Response,,2020-04-22 00:00:00,,nan,,,0
56,358217,17000126268,1,17035550737,17024217288.0,7,5,Conversation with  ashraf818shams,358217,,2020-04-26 10:34:42+00:00,2020-04-21 10:34:42+00:00,2020-04-20 10:34:37+00:00,2020-04-22 08:29:41+00:00,Other,I want to know the STATUS of my APPLICATION,General Inquiry,3.0,yes,Standard Response,,2020-04-22 00:00:00,,nan,,,0
57,358885,17000126268,1,17035677695,17032523494.0,7,5,Conversation with JEAN M. MAMANGLO,358885,,2020-04-28 08:29:41+00:00,2020-04-23 08:29:41+00:00,2020-04-22 08:29:41+00:00,2020-04-22 08:30:02+00:00,Other,I have a GENERAL INQUIRY,Customer Abandoned Chat,4.0,No,  ,"(Timestamp('2019-04-22 12:15:00'), 180.0)",2020-04-22 00:00:00,2019-04-22 12:15:00,nan,,14.0,180
58,358856,17000126268,1,17035853915,17033657620.0,7,5,Conversation with User,358856,,2020-04-28 07:51:00+00:00,2020-04-23 07:51:00+00:00,2020-04-22 07:50:58+00:00,2020-04-22 08:58:37+00:00,Other,I have a GENERAL INQUIRY,Customer Abandoned Chat,7.0,No,  ,"(Timestamp('2019-04-22 11:37:00'), 120.0)",2020-04-22 00:00:00,2019-04-22 11:37:00,nan,,6.0,100
